,News Source,Time of Tweet,Pos,Neg,Neu,compound
53,@nytimes,Mon Aug 27 20:30:09 +0000 2018,0.152,0.0,0.848,0.3612
54,@nytimes,Mon Aug 27 20:15:06 +0000 2018,0.0,0.0,1.0,0.0
55,@nytimes,Mon Aug 27 20:00:05 +0000 2018,0.0,0.0,1.0,0.0
56,@nytimes,Mon Aug 27 19:45:06 +0000 2018,0.0,0.0,1.0,0.0
57,@nytimes,Mon Aug 27 19:35:08 +0000 2018,0.0,0.188,0.812,-0.6597
58,@nytimes,Mon Aug 27 19:20:40 +0000 2018,0.0,0.0,1.0,0.0
59,@nytimes,Mon Aug 27 19:10:05 +0000 2018,0.0,0.0,1.0,0.0
60,@nytimes,Mon Aug 27 18:55:05 +0000 2018,0.0,0.146,0.854,-0.34
61,@nytimes,Mon Aug 27 18:40:05 +0000 2018,0.0,0.0,1.0,0.0
62,@nytimes,Mon Aug 27 18:25:05 +0000 2018,0.0,0.0,1.0,0.0
63,@nytimes,Mon Aug 27 18:10:06 +0000 2018,0.0,0.0,1.0,0.0
64,@nytimes,Mon Aug 27 17:55:03 +0000 2018,0.319,0.072,0.608,0.6705
65,@nytimes,Mon Aug 27 17:40:03 +0000 2018,0.247,0.0,0.753,0.5574
66,@nytimes,Mon Aug 27 17:25:06 +0000 2018,0.0,0.0,1.0,0.0
67,@nytimes,Mon Aug 27 17:10:05 +0000 2018,0.0,0.34,0.66,-0.8687
68,@nytimes,Mon Aug 27 17:00:17 +0000 2018,0.244,0.126,0.63,0.4215
69,@nytimes,Mon Aug 27 16:45:08 +0000 2018,0.297,0.18,0.523,0.25
70,@nytimes,Mon Aug 27 16:30:07 +0000 2018,0.0,0.0,1.0,0.0
71,@nytimes,Mon Aug 27 16:15:06 +0000 2018,0.159,0.0,0.841,0.5267
72,@nytimes,Mon Aug 27 16:00:04 +0000 2018,0.0,0.258,0.742,-0.765
73,@nytimes,Mon Aug 27 15:45:08 +0000 2018,0.132,0.083,0.785,0.296
74,@nytimes,Mon Aug 27 15:29:05 +0000 2018,0.0,0.0,1.0,0.0
75,@nytimes,Mon Aug 27 15:15:06 +0000 2018,0.167,0.0,0.833,0.5859
76,@nytimes,Mon Aug 27 15:00:17 +0000 2018,0.0,0.0,1.0,0.0
77,@nytimes,Mon Aug 27 14:45:09 +0000 2018,0.0,0.0,1.0,0.0
78,@nytimes,Mon Aug 27 14:38:33 +0000 2018,0.0,0.0,1.0,0.0
79,@nytimes,Mon Aug 27 14:30:17 +0000 2018,0.0,0.0,1.0,0.0
80,@nytimes,Mon Aug 27 14:15:06 +0000 2018,0.0,0.0,1.0,0.0
81,@nytimes,Mon Aug 27 14:00:09 +0000 2018,0.0,0.0,1.0,0.0
82,@nytimes,Mon Aug 27 13:45:05 +0000 2018,0.122,0.0,0.878,0.4939
83,@nytimes,Mon Aug 27 13:39:11 +0000 2018,0.213,0.0,0.787,0.5574
84,@nytimes,Mon Aug 27 13:30:10 +0000 2018,0.108,0.0,0.892,0.3182
85,@nytimes,Mon Aug 27 13:15:08 +0000 2018,0.0,0.0,1.0,0.0
86,@nytimes,Mon Aug 27 13:00:16 +0000 2018,0.147,0.0,0.853,0.4767
87,@nytimes,Mon Aug 27 12:45:09 +0000 2018,0.0,0.0,1.0,0.0
88,@nytimes,Mon Aug 27 12:30:11 +0000 2018,0.186,0.0,0.814,0.6249
89,@nytimes,Mon Aug 27 12:15:12 +0000 2018,0.167,0.125,0.708,0.0
90,@nytimes,Mon Aug 27 12:02:37 +0000 2018,0.0,0.0,1.0,0.0
91,@nytimes,Mon Aug 27 11:45:11 +0000 2018,0.11,0.102,0.787,0.0516
92,@nytimes,Mon Aug 27 11:27:49 +0000 2018,0.213,0.0,0.787,0.4019
93,@nytimes,Mon Aug 27 11:10:27 +0000 2018,0.289,0.0,0.711,0.7096
94,@nytimes,Mon Aug 27 10:53:09 +0000 2018,0.0,0.0,1.0,0.0
95,@nytimes,Mon Aug 27 10:36:17 +0000 2018,0.0,0.0,1.0,0.0
96,@nytimes,Mon Aug 27 10:20:06 +0000 2018,0.0,0.0,1.0,0.0
97,@nytimes,Mon Aug 27 10:15:18 +0000 2018,0.103,0.0,0.897,0.3182
98,@nytimes,Mon Aug 27 10:14:45 +0000 2018,0.0,0.355,0.645,-0.5106
99,@nytimes,Mon Aug 27 10:00:12 +0000 2018,0.087,0.0,0.913,0.2023
